Platform,Project,Source,Asset,Database_Dataset,Table_Name,Table_Size_GB,File_Path_HDFS,Link_Script_Notebook,Link_Pipeline_Orchestration
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,CDDBUDSTK,1.2,,,-
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,RefEquipment,2.1,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,SvPKBHeader,5.9,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,SvPKBHeaderEquipment,2.6,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,customer,2.2,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,invoice,0.225,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,jabatan,0.0001332,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,mappingkaryawanjabatan,0.0008046,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,salesorder,0.7927,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,svmappingpit,0.0048,,,
Cloudera,Dragon,AHASS,Data Landing,opr_ast_ahass_wh_di,svtipepit,0.0001334,,,
Cloudera,Dragon,AVOCADO,Data Landing,opr_ast_avocado_wh_di,city,0.000309,,,
Cloudera,Dragon,AVOCADO,Data Landing,opr_ast_avocado_wh_di,kecamatan,0.0003326,,,
Cloudera,Dragon,AVOCADO,Data Landing,opr_ast_avocado_wh_di,kelurahan,0.0044,,,
Cloudera,Dragon,AVOCADO,Data Landing,opr_ast_avocado_wh_di,occupation,0.0000049,,,
Cloudera,Dragon,AVOCADO,Data Landing,opr_ast_avocado_wh_di,province,0.0000051,,,
Cloudera,Dragon,PBI,Data Landing,opr_ast_bi_lh_di,reportlogbi_cleansing,0.2351,,,PowerBILogIngestion
Cloudera,Dragon,MASTER2W,Data Landing,opr_ast_master2w_wh_di,Dealer,0.0002681,,,-
Cloudera,Dragon,MASTER2W,Data Landing,opr_ast_master2w_wh_di,dealergroup,0.0000113,,,-
Cloudera,Dragon,MASTER2W,Data Landing,opr_ast_master2w_wh_di,dealertelephone,0.0000355,,,
Cloudera,Dragon,MASTER2W,Data Landing,opr_ast_master2w_wh_di,district,0.0000174,,,-
Cloudera,Dragon,MASTER2W,Data Landing,opr_ast_master2w_wh_di,kecamatan,0.0001713,,,-
Cloudera,Dragon,MASTER2W,Data Landing,opr_ast_master2w_wh_di,kelurahan,0.0026,,,-
Cloudera,Dragon,MASTER2W,Data Landing,opr_ast_master2w_wh_di,lookup,0.0000074,,,
Cloudera,Dragon,MASTER2W,Data Landing,opr_ast_master2w_wh_di,province,0.0000038,,,-
Cloudera,Dragon,MASTER 2W,Data Landing,opr_ast_master2w_wh_di,region,0.000003,,,
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,Dealer,0.0003833,,,
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,city,0.0000162,,,-
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,city_ahm,0.0000062,,,-
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,dealer_status,0.0000026,,,
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,dealer_telephone,0.0000123,,,
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,dealer_territory_result,0.0000375,,,
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,kecamatan,0.0001107,,,
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,kelurahan,0.0012,,,
Cloudera,Dragon,PORTAL HSO,Data Landing,opr_ast_portalhso_wh_di,province,0.0000026,,,
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,bkpf,3.8,,,dragon_SAP - Grid - Airflow
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,bsec,0.0000088,,,dragon_SAP - Grid - Airflow
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,bseg,0.948,,,dragon_SAP - Grid - Airflow
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,mappingunittype,0.000043,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zaisommi00001_mb51,0.0004062,/opr/ast/sap/wh/di/zaisommi00001_mb51,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zaisommi00002_mmbe,0.0014,/opr/ast/sap/wh/di/zaisommi00002_mmbe,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygba_o00001,0.0006259,/opr/ast/sap/wh/di/zpygba_o00001,,dragon_SAP
Cloudera,Dragon,SAP RFC (Table 8),Data Integration,opr_ast_sap_wh_di,zpygdo00004_ustk2,3.4,,integration_ustk.sql,dragon_customerprofilesales_cloudera 
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygf_ar_aging,0.2405,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygf_ar_aging_nontradedetail,1.4,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygf_ar_aging_servicessummary,0.2548,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygf_ar_aging_unitsummary,0.2273,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygmme00049a,0.011,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygmmq00036,0.0933,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygmmr00188,0.3243,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygsddt00720,0.000029,,,dragon_SAP
Cloudera,Dragon,SAP RFC (Table 8),Data Landing,opr_ast_sap_wh_di,zpygsdi00045_pssu,1.2,,integration_pssu.sql,dragon_customerprofilesales_cloudera 
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygsdq00010,1.6,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygsdq00094,0.4097,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygsdr00039,0.1574,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygsdr00059,1.2,,,dragon_SAP
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_di,zpygsdr00263,0.1112,,,dragon_SAP
Cloudera,Dragon,SAP RFC (Table 8),Data Landing,opr_ast_sap_wh_dl,mappingunittype,0.0016,/opr/ast/sap/wh/dl/mappingunittype,,
Cloudera,Dragon,SAP RFC (Table 8),Data Landing,opr_ast_sap_wh_dl,zaisommi00001_mb51,0.0077,/opr/ast/sap/wh/dl/zaisommi00001_mb51,,dragon_SAP
Cloudera,Dragon,SAP RFC (Table 8),Data Landing,opr_ast_sap_wh_dl,zaisommi00002_mmbe,0.0207,/opr/ast/sap/wh/dl/zaisommi00002_mmbe,,dragon_SAP
Cloudera,Dragon,SAP RFC (Table 8),Data Landing,opr_ast_sap_wh_dl,zpygba_o00001,0.3364,/opr/ast/sap/wh/dl/zpygba_o00001,,
Cloudera,Dragon,SAP RFC (Table 8),Data Landing,opr_ast_sap_wh_dl,zpygdo00004_ustk2,21.9,,-,dragon_customerprofilesales_cloudera 
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_dl,zpygf_ar_aging_unitsummary,0,/opr/ast/sap/wh/dl/zpygf_ar_aging_unitsummary,,
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_dl,zpygmme00049a,0,/opr/ast/sap/wh/dl/zpygmme00049a,,
Cloudera,Dragon,SAP RFC (Table 8),Data Landing,opr_ast_sap_wh_dl,zpygsdi00045_pssu,186.1,,-,dragon_customerprofilesales_cloudera 
Cloudera,Dragon,SAP,Data Landing,opr_ast_sap_wh_dl,zpygsdq00094,0,/opr/ast/sap/wh/dl/zpygsdq00094,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,CDDBUDSTK,1.3,,,-
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,Eventlive_file,0.0000054,,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,RefEquipment,0.8619,,,-
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,StatusLayananDealer_file,0.0000845,,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,SvPKBHeader,3.8,,,-
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,SvPKBHeaderEquipment,1.1,,,-
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,activitypameran_file,0.0000068,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,activityroadshow_file,0.000006,,,
Cloudera,Dragon,File RPA,Data Landing,opr_ast_so2w_wh_di,astrapay_file,0.0109,,astrapay_file_rank.sql,http://10.252.136.230:8080/dags/dragon_L1/grid?task_id=L1_FILE_ASTRANET.astranet_astrapay_file
Cloudera,Dragon,PSS MANAGEMENT SIMPLIFY,Data Landing,opr_ast_so2w_wh_di,branch,0.000008,,,-
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,customer,1.4,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,dealerhondaprofileahm_file,0.0000994,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,hargakomoditas_file,0.0001054,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,incentive_sf_file,0.0059,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,incentive_tl_ol_file,0.0001581,,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,invoice,0.3365,,,
Cloudera,Dragon,AMANDA,Data Landing,opr_ast_so2w_wh_di,leadscustomer_amanda_file,0.0000146,,,
Cloudera,Dragon,AMANDA,Data Landing,opr_ast_so2w_wh_di,leadscustomer_lemon_file,0.0000045,,,
Cloudera,Dragon,AMANDA,Data Landing,opr_ast_so2w_wh_di,leadscustomer_motorkux_file,0.0075,,,
Cloudera,Dragon,AMANDA,Data Landing,opr_ast_so2w_wh_di,leadscustomer_socialmediafb_file,0.00002,,,
Cloudera,Dragon,AMANDA,Data Landing,opr_ast_so2w_wh_di,leadscustomer_virtualexhibition_file,0.0017,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,mappingdealeroldnew_file,0.000035,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,mappingposservice_file,0.0000068,,-,dragon
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,mappingpriorityjobtype_file,0.000000987,,,
Cloudera,Dragon,File,Data Landing,opr_ast_so2w_wh_di,mappingso_target_upload_file,0.0000496,,mappingso_target_rank.sql,http://10.252.136.230:8080/dags/dragon_L1/grid?task_id=L1_FILE_ASTRANET.astranet_mappingso_target_upload_file
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,marketpricing_file,0.000006,,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,region,0.0000028,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,ringterritory_file,0.00000025,,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,salesorder,1,,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,sequence_region,0.0000017,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,summarypdrb_mtm_file,0.0000305,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,summarypdrb_yty_file,0.0000085,,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,svmappingpit,0.0000504,,,
Cloudera,Dragon,PSS,Data Landing,opr_ast_so2w_wh_di,svtipepit,0.0000305,,,
Cloudera,Dragon,,Datamart,opr_ast_so2w_wh_di,targetpartsharedansalesamic_file,0.0000046,,,
Cloudera,Dragon,FILE,Data Landing,opr_ast_so2w_wh_di,virtualexhibitionsummary_file,0.0000167,,,
Cloudera,Falcon,AHASS. PSS. SAP RFC,Data Landing,opr_ast_so2w_wh_dl,falcon_smi,29.4,,-,falcon
Cloudera,Dragon,"MASTER2W, PortalHSO, PSS",Data Landing,opr_ast_so2w_wh_dm,MasterDealer,0.0005106,,MasterDealer.py,dragon_customerprofilesales_cloudera
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,RefCounterGroup,0.2442,,RefCounterGroup.py,-
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,Reftasklist,0.5268,,RefTaskList.py,-
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,refequipment,3.2,,RefEquipment.py,-
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,refjob,0.3834,,RefJob.py,-
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,refjobtype,0.0016,,RefJobType.py,-
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,svpkbheader,11.2,,svpkbheader.py,-
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,svpkbheaderequipment,3.8,,SvPKBHeaderEquipment.py,-
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,svpkbjobdetail,6.8,,SvPKBJobDetail.py,-
Cloudera,Dragon,"AHASS, PSS",Data Landing,opr_ast_so2w_wh_dm,unitcolor,0.0026,,UnitColor.py,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS APIGateway,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Activity,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Avocado,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Bookings,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Configuration,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Crm,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS CrmAdapter,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Customers,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Delivery,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS DgiAdapter,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS District,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS DocGeneration,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS ExtGateway,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Finance,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS GoodIssue,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS GoodReceipt,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Host2Host,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Inventory,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Kiosk,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Leasing,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Logistics,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS LsgAdapter,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Marketing,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS MotorkuX,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Notifications,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Nrfs,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Order,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Procurement,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Purchase,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS QtyAssurance,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Replication,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Reporting,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS ResourceMgmt,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS SalesTarget,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS SapAdapter,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS Security,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,(DB STAR) MS UnitSales,sys.database_principals & sys.database_role_members & sys.database_principals,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5e4831d9-50ca-4d11-aa13-8b9bb397f504?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
