No,Project,Priority,Indikator,Phase/Delay,Platform,DAG ID,Assets,Database Name,Table Name,Layer Bucket,Dataset BQ,Config (.cfg),Parameter SP,Target Layer,Script/File,Script File,Tool Target GCP,Schedule/Cadence,Initial Landing,Initial Mart,DA Maping,ETL Conversion,Incremental,Internal Testing,PQA Test,BI Dev,Orchestration,Labeling Charging,Dataplex,Sign-off Document,Last Updated
1,dragon,P2,dragon,,Cloudera,dragon,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,dragon.py,,Daily 00 14 * * *,Completed,Completed,Completed,In Progress,,,,,,,,,2026-05-13
1,,P2,dragon,Dummy,Cloudera,dragon,,opr_ast_so2w_wh_dm,DummyOperator Orchestration (12 tasks),,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
2,,P2,dragon,Dummy (AHASS check),Cloudera,dragon,,opr_ast_so2w_wh_dm,DummyOperator check_ahass_* (131 tasks),,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
3,,P2,dragon,Dummy (PSSHSO check),Cloudera,dragon,,opr_ast_so2w_wh_dm,DummyOperator check_psshso_* (146 tasks),,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
4,,P2,dragon,Dummy (Union sync),Cloudera,dragon,,opr_ast_so2w_wh_dm,DummyOperator union_* (99 tasks),,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
5,,P2,dragon,Dummy (Finish gate),Cloudera,dragon,,opr_ast_so2w_wh_dm,DummyOperator finish_* (24 tasks),,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
6,,P2,dragon,Dummy (SMW disabled),Cloudera,dragon,,opr_ast_so2w_wh_dm,DummyOperator SMW_* (disabled) (3 tasks),,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
7,,P2,dragon,Invalidate Metadata,Cloudera,dragon,,opr_ast_so2w_wh_dm,Invalidate Metadata inv_* (318 tasks),,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
8,,P2,dragon,Compute Stats,Cloudera,dragon,,opr_ast_so2w_wh_dm,Compute Stats com_* (21 tasks),,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
9,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,astranet_dealerhondaprofileahm_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
10,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,astranet_grstatus_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
11,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,astranet_pkbtypenewpss_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
12,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,astranet_pkbtypenewahass_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
13,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,astranet_tobpm_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
14,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,avocado_invoiceleasing,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
15,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,avocado_MarritalStatus,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
16,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,avocado_Occupation,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
17,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,avocado_OrderCustomerData,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
18,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,avocado_OrderDetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
19,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,avocado_UnitType,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
20,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_DealerPosition,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
21,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_DealerPositionResult,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
22,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_DealerTelephone,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
23,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_District,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
24,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_Kecamatan,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
25,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_Kelurahan,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
26,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_KKDetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
27,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_KKSalesOffice,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
28,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_KKTransaction,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
29,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_Lookup,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
30,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_MarketType,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
31,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_Province,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
32,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_Region,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
33,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_Segment,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
34,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,master2w_UnitType,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
35,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_ApprovalIndent,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
36,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_brand,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
37,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_cancel_reason_type_indent,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
38,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_city,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
39,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_city_ahm,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
40,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_dealer,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
41,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_dealer_status,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
42,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_dealer_telephone,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
43,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_dealer_territory_result,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
44,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_gender,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
45,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_Indent,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
46,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_indent_status,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
47,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_Indent_unit_availability,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
48,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_job_position,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
49,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_kecamatan,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
50,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_kelurahan,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
51,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_main_dealer,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
52,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_market_share_monthly,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
53,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_market_share_monthly_detail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
54,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_pos,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
55,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_pos_type,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
56,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_province,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
57,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_purchase_type,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
58,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_salesman,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
59,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_salesman_backup,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
60,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_salesman_status,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
61,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_unit_type,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
62,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_unit_type_market_name,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
63,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_unit_type_segment,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
64,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_unit_type_series,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
65,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_work_day,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
66,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_ss_salesman,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
67,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,integration_ss_salesman,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
68,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_target_per_pos,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
69,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_purchase_order,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
70,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,portalhso_purchase_order_detail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
71,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,psshso_IncentiveRuleDetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
72,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,psshso_IncentiveFormula,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
73,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,psshso_SalesPersonRAS,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
74,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,ManagementSimpliFy_Branch,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
75,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,ManagementSimpliFy_Region,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
76,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_VehicleDocumentDetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
77,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_VehicleDocumentActivity,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
78,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_VehicleDocument,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
79,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_PricingSTNK,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
80,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_CEPSMSFollowup,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
81,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_CEPFollowup,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
82,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_Scenario,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
83,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_ContactEntryPlan,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
84,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_Leads,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
85,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_LeadsContainer,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
86,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_LeadsVEtemp,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
87,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_MasterStatus,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
88,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_MonitoringLeadsActivity,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
89,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_ProbingLeads,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
90,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_Prospect,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
91,,P2,dragon,Ingest Python,Cloudera,dragon,,opr_ast_so2w_wh_dm,azure_Suspect,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon.py,SKIP (DAG paused),Daily 00 14 * * *,Completed,Completed,Completed,Skip,,Skip,,,,,,,2026-05-13
